role_name;idPer;idObra;idPapel;
;23890;5162;34278;
;23891;4950;40124;
María;23891;70;40460;
Bruja Güestia;23891;531;41707;
;23891;817;42689;
Dolores;23891;1552;45112;
;23891;2234;47528;
Dueña Pensión;23891;2784;49735;
Madre de Segundo;23891;2925;49868;
Amiga de Consuelo #1;23891;2936;49933;
;23891;2979;50110;
;23891;3047;50413;
Madre;23891;3228;51141;
;23891;3246;51173;
;23891;3334;51524;
;23891;3727;53044;
Doña María;23891;3748;53160;
;23891;4089;54247;
Hermana de Álvarez;23891;4419;55145;
;23891;4926;56472;
;23891;5342;57824;
;23891;5553;58337;
;23891;113;58931;
Niño;23893;1450;11811;
;23894;3432;24967;
Amigo Juan;23895;979;8974;
;23897;1147;1505;
Gerard Vilalta;23897;4072;2952;
;23897;511;6400;
;23897;1079;9442;
Fontanellas;23897;1328;10773;
Eric Baal;23897;3467;19805;
;23897;2875;20572;
;23897;3960;28040;
Ciego;23897;4063;28775;
;23898;1215;10260;
;23899;695;42253;
;23899;929;43014;
Isabel;23899;1812;46181;
;23899;1985;46872;
;23899;2720;49019;
Madre Superiora;23899;2931;49891;
;23899;3047;50414;
Mujer velatorio 1;23899;3550;52369;
La Jarapa;23899;3745;53151;
;23899;4147;54361;
;23899;4926;56473;
2º. Ballet;23901;1416;44541;
Blanca;23902;914;42989;
Himself;23904;2;37355;
;23905;1797;46136;
;23906;1872;46426;
Sacerdotisa;23906;3785;53916;
Pija;23908;4090;54255;
Himself - Host;23909;4306;3123;
Bailarina;23910;5028;56848;
;23911;2754;49125;
Carmen;23912;1445;44693;
Barbara Hallen;23912;2245;47578;
Francisco;23914;2870;20438;
Garazi;23916;286;40971;
Carmen;23916;317;41057;
Rosa;23916;496;41615;
Julia;23916;550;41764;
Dancer;23916;573;41825;
;23916;923;43002;
;23916;1066;43450;
Madeleine;23916;1465;44903;
Esther;23916;1556;45131;
Cristina;23916;1586;45332;
Amelia;23916;1681;45680;
Wife;23916;1783;46035;
Elisa;23916;1831;46257;
Tina Bordereau;23916;1979;46822;
Helena;23916;2114;47251;
Olatz;23916;2406;48070;
Laura;23916;3532;49306;
Laura;23916;3121;50788;
Colometa;23916;3131;50846;
Julia;23916;3404;51877;
Mariam;23916;3549;52359;
Irina;23916;4052;54113;
Carmen;23916;4303;54744;
Mati;23916;4601;55540;
Irene;23916;4619;55592;
Palmira;23916;4748;55915;
Madre;23916;4801;56066;
Blanquita;23916;4925;56480;
Elena;23916;4984;56643;
Marta;23916;5187;57333;
Mila;23916;5423;58082;
Lola;23916;2230;59048;
;23917;4374;30177;
;23919;3005;21820;
;23919;3131;22801;
;23919;5312;37839;
Millonario;23920;3320;24034;
;23920;4063;28774;
El Marsellés;23920;5257;34989;
;23921;5312;37840;
Amic;23922;3457;19761;
Himself;23922;3098;22581;
;23922;4341;30003;
;23923;5347;35545;
Minister of Culture;23924;5233;34846;
Himself;23926;3181;2000;
Palmira;23929;4273;54663;
Woman;23930;4120;54300;
Betty González;23931;3025;50329;
Betty;23931;3324;51467;
Miles;23932;4508;30829;
;23933;1955;59022;
Pilot 2;23934;1744;13994;
The Chinaman;23937;3938;27951;
;23938;2085;15928;
Mademoiselle;23939;3776;53237;
;23941;753;42397;
Abuela;23941;1267;44041;
;23941;2513;48421;
Ingrid;23941;2680;48848;
Louisa;23941;2922;49848;
Doña Perpetua;23941;3056;50466;
Ancianita;23941;3581;52488;
Clarisa;23941;4799;56059;
Mujer Extranjera;23941;5268;57600;
;23942;1531;45070;
;23945;3739;53096;
Postman;23948;4014;28359;
;23949;1590;45376;
;23950;1590;45377;
Taxista;23951;1509;12259;
Ticket Girl - Old Movie;23952;403;41402;
Maria;23952;4622;55608;
;23953;5060;33661;
;23954;2949;21307;
Ursula;23956;529;41702;
Doña Amelia;23956;4023;54030;
;23957;4759;31881;
;23960;5595;4014;
Charo;23961;573;41826;
Paula;23961;3748;53159;
Marta;23961;4815;56100;
;23961;5480;58215;
Reig;23963;2937;21177;
Bailarina;23964;1612;45430;
Dancer;23964;2943;49969;
;23964;3222;51124;
Lope;23965;1384;11823;
;23966;3734;26755;
Campesina;23969;418;41472;
Srvicia;23970;418;41473;
;23971;1411;11349;
Jimmy;23972;382;5756;
;23972;1244;10427;
Esposa del borracho;23976;2918;49835;
Profesor Gonzalo;23977;2408;17571;
;23978;566;41805;
Himself - Host;23980;741;393;
Soplete;23982;160;4439;
;23982;614;7066;
;23982;984;9027;
Benito;23982;1413;11372;
Sereno;23982;2104;16066;
Diego;23982;3556;25518;
Barrado;23982;3686;26451;
;23982;4089;28938;
Doro;23982;5553;36433;
;23983;721;7626;
Blind man #1;23983;3488;19856;
;23984;3526;1843;
Blind man #2;23984;3488;19857;
Ken Tanaka;23985;3936;2895;
Bebé;23987;4712;31645;
;23988;477;6241;
Gérard Laumière;23989;4758;31876;
Sgt. Curtis;23990;2540;48514;
;23992;3776;53238;
Cast of Lucio Silla;23993;868;42939;
Cecilio, mezzo-soprano;23993;868;42940;
Varnoff;23994;1921;15460;
;23995;3880;53572;
;23998;1234;43955;
Goril·la 2;23999;433;41519;
Belmonte mayor;24000;591;6920;
;24000;1031;9207;
Don Simón;24000;1480;11994;
Luis Forest;24000;3059;22250;
Presidente;24000;3384;24527;
;24000;3975;28202;
;24000;4499;30822;
El señor;24000;4926;32763;
Perkins;24000;5282;35085;
;24002;4339;54853;
;24003;5521;36353;
Funcionario 2;24006;4962;32925;
Michael;24009;2950;21330;
Cpl. Schultz;24012;4215;29368;
Jeremy;24017;5014;33183;
Himself;24018;758;7792;
Himself;24018;5645;36901;
Le monsieur galant au bois;24019;588;6904;
Deporting Policeman;24019;858;8360;
Merche;24022;4665;55720;
;24026;3518;52256;
Norma;24027;1415;44498;
Camino;24027;2991;50156;
Catherine;24027;3439;52067;
Tatiana;24027;5058;56920;
Chico besos;24030;2095;15988;
Godo;24030;3781;27162;
;24031;5503;36267;
;24032;1022;9159;
;24033;4190;39853;
;24034;1795;14332;
;24037;2694;19136;
Vanessa;24038;279;5117;
;24038;1682;13521;
Veïna;24038;1783;14160;
Estrella;24038;2696;19159;
Chetto;24038;3180;23170;
Elena;24038;3594;25769;
;24038;3960;28041;
Teresa;24038;5318;35306;
Le griot;24039;5631;36845;
Niño;24041;4962;32926;
Themselves;24042;1;58869;
;24043;3622;52649;
Kid;24045;3743;26848;
;24046;4190;39854;
Kathyna Groetz;24046;339;39903;
;24047;481;6267;
;24047;3780;27135;
Manolo;24047;3997;28327;
Susana;24048;3702;52961;
Un cavalier russe;24049;3452;25041;
Perales;24050;2004;2329;
Himself;24051;1195;981;
;24052;4813;38365;
Rosa;24052;5274;57617;
;24053;1634;45549;
;24053;3172;50997;
Policia 2;24054;5319;35320;
;24055;2814;20062;
;24056;2749;19503;
;24058;4307;29799;
;24059;3613;52597;
Basilisa;24060;586;41926;
Baronesa;24060;652;42169;
Denise Marciano;24060;679;42193;
Pepi;24060;867;42872;
María;24060;1242;43982;
;24060;1347;44240;
Laly;24060;1857;46411;
;24060;1907;46558;
Alicia;24060;1948;46665;
Herself;24060;2179;47373;
Leslie Stevens;24060;2452;48206;
Lina Rey;24060;2804;49381;
;24060;2908;49790;
Milady de Winter;24060;3015;50259;
Mónica;24060;3062;50540;
Julita;24060;3379;51738;
María;24060;3880;53573;
Emily;24060;4243;54574;
Zuka;24060;4448;55221;
Merche;24060;4841;56167;
Julie;24060;4963;56568;
;24060;4983;56635;
Pili;24060;5349;57847;
Nina;24060;5383;57975;
Zorrita;24060;5674;58722;
Clara;24060;5313;59097;
;24062;2694;19137;
Inspector Disc;24064;3281;2034;
Mieko;24065;1480;44891;
Juan Zabalza;24066;4801;32115;
Foche;24067;5071;33717;
RAÚL;24068;141;4651;
;24068;2366;17329;
Pablo;24068;3563;25586;
Félix;24068;4036;29177;
Yusef;24070;2509;18242;
William Hudson Sr.;24072;2452;17923;
Juan;24078;3073;22398;
;24079;4490;55302;
;24080;2999;21700;
Victoria;24082;3718;53059;
Taxista;24083;4866;33360;
Yambo;24084;692;7431;
Dancer;24087;3416;51996;
Comensal salón;24088;168;40618;
Secretary Sanabria;24089;3073;50636;
New cinema spectator;24090;403;41403;
Jimena Sotillo;24091;1508;38625;
Secretaria de Félix;24091;1033;43284;
Raul;24094;1938;15193;
Koki, el gallo;24096;3636;2289;
Eduardo;24096;672;7329;
Koky;24096;3534;25378;
;24097;688;437;
;24097;1291;2627;
Organizador;24097;196;4627;
Periodista MacRecords;24097;4850;32364;
;24098;4064;28784;
Hostess;24100;2560;38928;
;24100;1106;43522;
Luisa;24100;1469;44863;
;24100;3587;52509;
Herself;24101;3521;39213;
Mujer fuente;24102;5644;58574;
Man in the bar;24103;2743;1793;
Herself;24104;1302;38563;
Puri;24105;5114;57094;
Receptionist at Hotel Presidente;24109;2374;17403;
Kerim;24111;2615;1756;
Pendenciero V;24112;352;5503;
Laura Fuentes;24114;5048;56887;
;24116;1446;11735;
;24116;2241;16673;
Miguel;24116;2450;17889;
Ernesto;24116;2801;19971;
;24116;2927;21054;
;24116;3061;22264;
Miguel;24116;3613;25901;
Director de teatro;24116;4949;32892;
Guardacostas 1;24116;122;37570;
Himself - Abogado Defensor;24117;5276;3835;
Abogado;24117;4747;32023;
Himself - Comentarista;24119;1840;1253;
Himself - Guest;24120;2120;1392;
;24122;4902;32611;
Monitora de Aeróbic;24126;2019;38718;
Monitora de Aeróbic;24126;4545;40006;
Comisario;24127;437;6067;
El Hombre Lobo;24127;672;7330;
Comisario;24127;891;8588;
Pocholo;24127;951;8784;
;24127;1108;9588;
Ralph;24127;1317;10748;
Alex Doriani;24127;1445;11715;
Frankensteins Monster;24127;1445;11716;
Hector Doriani;24127;1445;11717;
Mr. Hyde;24127;1445;11718;
Phantom of the Opera;24127;1445;11719;
Quasimodo;24127;1445;11720;
The Devil;24127;1445;11721;
Waldemar Daninsky the Werewolf;24127;1445;11722;
Leonardo;24127;1468;11951;
Bruno Rivera;24127;1480;11995;
Lucas;24127;1390;13044;
Juan Andrés Aldije El Francés;24127;1644;13331;
Waldemar Daninsky;24127;1828;14568;
Werewolf;24127;1828;14569;
Sergio;24127;1911;15127;
;24127;1426;15423;
;24127;1918;15449;
Sergio El Kamikaze;24127;1921;15461;
Father Adrian Dunning;24127;2220;16592;
Bernard de Fossey;24127;2662;19013;
Satan;24127;2662;19014;
Count Waldemar Daninsky;24127;2824;20143;
Irineus Daninsky;24127;2824;20144;
Johan;24127;2912;20943;
Fu Manchú;24127;2970;21492;
Waldemar Daninsky;24127;3028;22037;
Doctor Hugo Arranz;24127;3088;22504;
Alaric de Marnac;24127;3394;24587;
Paul;24127;3394;24588;
Waldemar Daninsky;24127;3474;25164;
Marco Vespasiano Agripa;24127;3554;25575;
;24127;3614;25906;
Ramón;24127;3684;26427;
Enrique;24127;3870;27623;
Flynt;24127;3938;27952;
El Murciano;24127;3964;28097;
Marcos;24127;3984;28221;
El audaz Sam Stevenson;24127;4221;29423;
;24127;4343;30014;
;24127;4407;30436;
Miguel;24127;4804;32144;
;24127;4719;33001;
Gerard Roland;24127;5200;34522;
Borne;24127;5313;37849;
Street Musician;24129;587;6879;
Frenchman;24130;138;4414;
Fireman;24130;944;8728;
Man in the balcony;24130;2400;17521;
;24132;278;5082;
Rémi;24133;278;5083;
The Voodoo Priest;24134;4706;31625;
Mme Ginette;24135;4678;55844;
;24136;4873;56315;
Chef;24138;4908;32643;
Raquel;24140;1;58870;
Danny;24141;1882;15019;
;24142;4864;56279;
;24142;5065;56967;
Officer #1;24146;2509;18243;
Martins Sister;24147;1938;46593;
Production designer;24148;5220;34796;
Poncho;24150;4693;31542;
Françoise as Child;24152;5071;56980;
Child;24153;122;37571;
Lisa;24159;512;41671;
;24159;2435;48145;
;24160;1592;38201;
Actriz discoteca;24160;267;40877;
;24160;830;42733;
Sole;24160;3656;52802;
;24160;4398;55070;
Sara;24160;4648;55670;
Lily Gatillo Loco;24160;123;58949;
Bajo grupo;24161;2524;18331;
Niña;24164;352;41190;
;24165;2094;15975;
;24166;1707;45811;
;24168;213;40683;
Eduardo;24169;672;7331;
Eduardo;24169;3025;22015;
Eduardo;24169;3157;23006;
Eduardo;24169;4978;33049;
;24171;5628;36818;
Médico 3º;24172;1744;13995;
;24174;3587;25725;
Priest at Church;24176;2601;18697;
Le journaliste;24177;360;5584;
Artistas invitados;24178;798;7996;
Bailarina;24178;1416;11431;
;24180;1394;45773;
Policía;24182;891;8589;
Juanito Morán;24183;456;6145;
Jardinero;24183;1692;13738;
;24183;2931;21079;
Marcos;24183;2966;21457;
Fernando;24183;3745;26898;
Dependiente 1.;24183;4116;29029;
;24183;4222;29435;
;24184;2177;16360;
Tomàs;24184;3808;27279;
Hombre 1;24186;1848;1277;
Betsy Romeo;24186;1788;14221;
Entrenador;24187;4445;30601;
;24189;1588;45352;
Cabo Telefonista;24190;3970;28145;
Luisa;24191;2025;46959;
Juanita;24191;4863;56270;
;24193;688;438;
;24193;1828;14570;
;24193;3514;19876;
Secretario;24193;2975;21518;
Director Colegio;24193;5245;34945;
Bailarina;24194;1416;44542;
Chica redacción 1;24197;1448;44752;
;24197;2262;47637;
Chica clase 2;24197;2833;49476;
;24197;3581;52489;
;24197;3878;53552;
;24197;4380;55015;
Funcionaria 2;24197;5028;56849;
Clienta pescadería;24197;5219;57462;
;24197;5539;58318;
Vecina de Aurelia;24198;4231;54546;
Himself - Guest;24199;1080;883;
Himself;24199;4357;3146;
Merceditas;24200;2195;47409;
Guardia Civil 1;24201;5024;33441;
;24202;2984;50133;
;24202;3380;51747;
;24202;5446;58158;
Various Zombies;24202;5556;58348;
;24203;1629;45533;
;24204;1103;9547;
Comerciante;24204;1636;13284;
Colorao;24204;1393;13661;
Nuevo inquilino;24204;1796;14346;
Doctor;24204;2450;17890;
;24204;2710;19257;
;24204;2859;20394;
;24204;2919;21003;
Melendres;24204;2948;21258;
Inspector;24204;2789;21346;
Cocinero;24204;3471;25119;
D. Manuel;24204;3663;26308;
;24204;4068;28815;
;24204;4126;29064;
;24204;4329;29902;
;24204;4419;30495;
Bookseller;24204;5513;36315;
;24205;2878;49681;
Mare;24205;4755;55945;
Doctora Redondo;24205;5096;57015;
Administrador;24206;816;8156;
;24206;3017;21951;
;24206;3370;24430;
;24206;4068;28816;
;24206;4321;29881;
;24207;2092;1384;
Señor trajeado;24207;442;6095;
;24207;876;8505;
;24207;3345;24216;
Sacerdote;24207;4402;30416;
Frasquito;24207;5655;36978;
Collector;24208;2489;18091;
Navarro;24209;1509;12260;
;24210;1383;44401;
;24210;1739;45891;
;24211;3380;51748;
;24212;1767;14065;
;24214;565;6681;
;24215;1856;14892;
Sebastiana;24216;645;42102;
;24217;4680;55748;
;24218;3582;25687;
José;24219;512;6405;
;24219;653;7232;
Él;24219;603;7454;
Chico Marx;24219;1665;13405;
Raul;24219;4540;30965;
Actor;24219;4872;32502;
;24219;19;37266;
Criado Yusuf;24220;1636;13285;
;24220;4654;31692;
;24221;5082;670;
Félix;24221;548;6557;
Torero El Brillante;24221;591;6921;
Himself;24221;830;8208;
;24221;1301;10631;
Empleado Seguridad;24221;1420;11491;
Chico mudanzas;24221;1448;11777;
;24221;1636;13286;
Basurero I;24221;1670;13441;
Dependiente galerías;24221;1777;14124;
Chófer Rodaje;24221;1901;15112;
;24221;2151;16297;
Viñaspre;24221;2420;17718;
;24221;2499;18182;
Javi Ruiz;24221;3251;23566;
José Antonio;24221;3351;24285;
;24221;3518;25279;
Policía II;24221;3991;28309;
Hombre 2;24221;4023;28569;
;24221;4064;28785;
;24221;5201;34535;
Simón García;24221;5292;35159;
Mayordomo;24221;5409;35922;
Guardia Civil;24221;5641;36870;
Dueño club;24221;114;37538;
;24221;257;37660;
;24224;3736;26777;
Ortega;24224;4747;32024;
Himself;24225;5671;4079;
Guardia;24226;2401;17529;
;24226;5161;34258;
;24227;1866;1295;
Himself - Guest;24227;4118;2985;
;24227;5301;3857;
Trino;24227;160;4440;
Diputado Francisco Granja;24227;262;5001;
Blackandecker;24227;295;5201;
;24227;753;7767;
Funerario;24227;752;7816;
Fetuchino;24227;1078;9423;
Arzobispo;24227;1103;9548;
Don Basilio;24227;1106;9578;
Obispo;24227;1121;9708;
Agapito Fernández;24227;1526;12405;
Capataz;24227;1527;12423;
Sargento Mauriño;24227;1568;12841;
Don Leopoldino;24227;1569;12858;
Agapito Fernández - el alcalde;24227;1619;13152;
Daniel;24227;1770;14088;
Padre de Narciso;24227;1803;14408;
Cosculluela;24227;1839;14692;
;24227;1926;15489;
Don Alejandro;24227;2104;16067;
Pepe;24227;2179;16383;
Emilio Campomanes;24227;2187;16418;
Julian;24227;2191;16425;
Cristóbal Colón;24227;2727;19365;
Raimundo Álvarez;24227;2894;20789;
Subsecretario;24227;2791;21908;
Tío Aniceto;24227;3038;22107;
;24227;3068;22337;
Aniceto;24227;3548;25413;
Mateo;24227;3555;25500;
El obispo, tío de Arcadio;24227;3557;25529;
Julio;24227;3609;25861;
Manolo;24227;3622;25977;
;24227;3811;27330;
Higinio;24227;4089;28939;
Don Amancio;24227;4577;31127;
;24227;4976;33030;
Abuelo de Julito;24227;5199;34512;
Jonás;24227;5479;36191;
Narciso;24227;17;37233;
;24227;19;37267;
Gaspar Melchor;24227;26;37280;
;24228;5596;58430;
Padre de Miguel;24229;1848;1278;
;24229;4916;3552;
Vicente;24229;70;4213;
Dueño Zapatería;24229;442;6096;
;24229;614;7067;
;24229;867;8416;
Alfonso;24229;875;8491;
Antonio;24229;963;8814;
;24229;1110;9602;
;24229;1168;10088;
;24229;1406;11286;
;24229;1550;12507;
;24229;1551;12524;
;24229;1552;12547;
;24229;1542;12711;
Del taller #2;24229;1812;14471;
;24229;1850;14802;
;24229;1857;14914;
;24229;2104;16068;
;24229;2318;17091;
;24229;2376;17453;
;24229;2616;18793;
;24229;2927;21055;
;24229;2936;21140;
;24229;2984;21580;
Pedro;24229;3246;23516;
;24229;3811;27331;
Mateo;24229;3879;27714;
;24229;4339;29988;
;24229;4367;30146;
Invitado;24229;4656;31424;
;24229;4823;32348;
Conductor;24229;4923;32737;
;24229;5091;33754;
;24229;5394;35857;
;24229;5596;36592;
Luis;24229;12;37221;
;24229;35;37325;
Atracador 2;24230;3742;26835;
Himself;24231;4140;29121;
Actriz ojo vendado;24233;267;40878;
Biology Teacher;24233;1938;46594;
;24234;1517;45003;
;24234;4537;55414;
Doña María;24237;2755;49129;
Isi;24239;4282;622;
Miliciano intelectual;24239;3471;25120;
Dr. Zaragoza;24239;5665;37105;
;24243;2499;48364;
AC;24244;1407;44448;
Witch;24245;1150;43780;
Tati;24246;3719;53068;
Lopez;24247;2823;20130;
Pura;24249;1588;45351;
Anna-Maria Mancuso;24249;3055;50452;
;24249;3583;52494;
;24249;3811;53371;
;24249;3896;53630;
;24250;565;6682;
Copilot;24250;2103;16046;
Woman on the roof;24250;3303;23947;
;24250;4076;28867;
Himself - Host;24251;1545;1181;
Himself - Host;24251;2172;1408;
Himself - Host;24251;2740;1791;
Presentador T.V.;24251;216;4690;
Tony Pardo;24251;1211;10221;
Cocinera chica;24252;979;43138;
Elisita;24253;2195;47410;
Gobernador;24254;816;8157;
;24254;2486;18039;
Jefe del edificio;24254;2885;20754;
Vidriales;24254;2894;20790;
Don Antonio;24254;3824;27418;
Himself;24254;5218;34686;
;24254;5568;36500;
Sr. Acevedo;24254;5591;36577;
Víctima;24255;4606;31293;
Host;24256;1068;38484;
Merche;24256;2966;50055;
Actriz;24257;2666;48800;
Jaume 10 anys;24258;1556;12583;
Police Chief;24260;5314;35280;
;24262;290;40981;
Madre;24262;1250;44020;
Hermana de Pierre;24263;1848;38680;
Leo;24266;311;37938;
;24267;215;4676;
;24268;215;4677;
Periodista 4;24269;1145;9934;
;24269;1146;9950;
Azafata aeropuerto;24271;1360;44318;
Susana;24271;5318;57733;
Juliette;24272;5245;57558;
;24273;1870;15027;
Le premier garde du corps du préfet;24275;2872;20472;
;24276;4566;55501;
Himself - Host;24277;4170;3051;
Técnico TV Bosnia 2;24279;5108;33847;
Henkel;24280;3075;22421;
McCornick;24280;4053;28724;
;24282;4365;30115;
;24283;2092;1385;
;24283;244;4838;
Miguel;24283;254;4920;
Gran Capitán;24283;1078;9424;
Hawk;24283;2101;16032;
Venditore ceramiche;24283;2589;18609;
Bob;24283;2706;19222;
;24283;3559;25542;
Luis;24283;4068;28817;
Daniele;24283;4830;32227;
Himself;24285;4188;29256;
Don Juan;24288;5218;34687;
;24289;4873;56316;
;24292;1952;46697;
Desirée;24293;5324;40310;
;24295;4905;3523;
;24296;2917;20970;
;24298;565;6683;
Basurero mayor;24298;1448;11778;
;24298;2320;17110;
;24298;3963;28084;
Secretary;24299;5233;57501;
Julia;24301;2489;48280;
Lupe;24301;4065;54154;
Finuras;24302;3598;52555;
Atracador;24304;372;5650;
León;24304;508;6416;
Chico discoteca;24304;2666;19030;
Sun;24304;5150;34162;
Candi;24304;5321;35341;
;24306;376;5713;
;24306;3088;22505;
;24308;4595;55553;
;24309;476;41580;
Himself;24312;2005;1322;
Himself;24313;2310;1459;
;24314;4147;54362;
Francisca;24315;5335;57783;
Butcher;24317;1153;3664;
Butcher;24317;1226;3681;
Butcher;24317;1278;3697;
Butcher;24317;1279;3714;
Butcher;24317;1280;3731;
Butcher;24317;1281;3749;
Butcher;24317;1283;3766;
;24317;4350;30050;
Garmes;24318;5030;33508;
;24319;3660;26279;
La Brasileña;24323;4277;54680;
Himself;24324;758;7793;
Blanquinegro;24325;3732;26727;
;24328;573;6735;
;24329;167;4519;
;24330;4059;28743;
;24331;4794;33353;
Bailarina Ballet de España;24332;1330;44216;
Cuerpo de Baile;24333;638;42076;
Dositea;24334;4401;55087;
Matuja;24334;5064;56955;
Eva;24336;2825;49452;
Voces;24337;5644;58575;
Policia 3;24339;578;6771;
Brigadista;24342;791;7968;
Josiane;24343;4049;54100;
Juliette;24344;4678;55845;
;24346;3315;51398;
Harley Steinmetz;24347;1365;1118;
Voz Locutor Spot;24348;5665;37106;
;24349;3157;23007;
;24351;1775;14104;
Marcelo;24351;2194;16437;
Judge;24352;2612;1726;
Bit Part;24352;4053;28725;
Aida;24353;2509;48398;
Barman;24354;3308;19712;
Señor;24355;2313;17060;
H. Maletin;24356;5325;35371;
Frate Portinaio;24357;3757;27047;
Monsieur Chatrain;24358;3826;28472;
Inspector Flanagan;24358;4349;30037;
Le curé;24358;4504;30903;
Elena;24359;805;42611;
Asja Lacis;24359;3235;51323;
Lulú;24359;3351;51606;
Anna;24359;11;58744;
;24360;2742;49081;
Gregor from Hamburg;24362;4964;32972;
;24364;1718;45849;
Fernando;24365;360;5585;
Onion Stark;24365;906;8630;
Mike di Donato;24365;2610;18754;
Jesus Barro;24365;2616;18794;
Tahur;24368;1636;13287;
;24369;2694;19138;
Comisario;24370;2323;17170;
Dueño Bar 2;24370;5017;33211;
Commentator;24371;4765;31926;
Bambino;24373;5278;35062;
Willy Marshall;24376;5602;36686;
Joven despampanante;24377;2095;47193;
;24378;830;42734;
;24379;4862;56260;
Anotadora;24380;234;40838;
Himself;24382;1900;15119;
Yuri;24384;252;4892;
José María Gil Ramos;24386;4632;31324;
Chica de la limpieza;24387;3897;53637;
Sentry;24389;140;4607;
Paula;24390;5087;56990;
;24391;940;43021;
Additional Voices;24392;4522;39988;
;24396;736;373;
Lia Rousseau;24397;5556;58349;
Señoría Ilustrísima, Mago Negro;24398;652;7311;
Sevillano;24398;840;8259;
Emilio;24398;997;9061;
;24398;3081;22463;
;24398;3384;24529;
Reverendo;24398;3581;25681;
Intelligent Patient;24399;2772;19656;
Sylvano;24400;3395;24604;
;24401;560;6633;
Salif;24402;3737;26786;
;24404;5480;36204;
David Locke;24406;4528;30881;
King Bellinakov;24408;2298;16930;
;24409;3911;2877;
;24410;1542;45178;
Nacho;24412;365;5609;
The Countess;24413;3463;49362;
Chica 1;24415;3540;52331;
;24418;5158;34218;
;24418;5342;35526;
Jacques;24421;402;37672;
Mary;24423;2273;47678;
;24423;4228;54535;
Eleve dEva;24425;1972;15559;
Herself - Host;24427;2463;38914;
Taquillera sala X;24427;1055;43376;
;24431;5347;35546;
Edison;24434;3367;24419;
Yusulaki;24434;3732;26728;
Vecina;24435;2955;50024;
;24436;5442;58146;
;24437;295;5202;
;24437;1244;10428;
Emigrante;24437;1413;11373;
Carlos;24437;1466;11941;
;24437;1579;12896;
Jacinto;24437;1730;13925;
;24437;2444;17861;
;24437;2984;21581;
;24437;3237;23822;
;24437;3356;24320;
;24437;3439;24982;
;24437;3722;26714;
Amigo de Paco;24437;3824;27419;
El Rata;24437;3870;27624;
;24437;3894;27824;
;24437;3984;28222;
Paco;24437;4815;32178;
Roy;24437;4862;32440;
;24437;5174;34333;
;24437;5186;34392;
;24437;5480;36205;
;24437;5568;36501;
;24438;220;4703;
;24439;3687;26408;
;24440;456;6146;
Don Jaime Astarloa;24440;1700;13753;
;24440;4068;28818;
Voz en castellano;24440;4632;31325;
Lon;24441;92;4286;
Agente de modelos;24441;1181;10126;
;24441;1298;10628;
Francisco Franco;24442;63;4185;
Dupont;24442;160;4441;
Dueño Compañía;24442;722;7637;
;24442;753;7768;
;24442;1390;13045;
;24442;1644;13332;
;24442;2489;18092;
;24442;2508;18227;
;24442;2780;20359;
Duke de Haussemont;24442;3124;22733;
;24442;4136;29108;
Don Fidel;24442;4343;30015;
Juez;24442;4464;30686;
Dealer;24442;5125;33928;
Don Carlos;24442;5218;34688;
;24442;5292;35160;
;24442;5442;36087;
Alumna;24443;5581;58400;
Pereira;24444;3198;23259;
Lita;24445;1895;46527;
Mara;24445;2515;48426;
Lea;24445;3033;50362;
;24445;3340;51554;
Olga;24445;3476;52202;
;24445;3905;53665;
;24445;4227;54526;
;24445;4764;55963;
;24445;4920;56436;
;24445;5369;57911;
Agente 24;24445;5425;58091;
Maite;24446;840;42764;
;24446;2499;48365;
;24447;3358;51650;
Adela;24448;439;41533;
Paquita;24448;3246;51174;
Martina;24448;3548;52344;
Himself - Hostess;24449;5079;3625;
;24449;1022;9160;
;24450;3064;22292;
Forense;24450;4523;30849;
Pesado en el casino;24451;1131;9769;
Patines;24451;1292;10602;
;24454;3475;25191;
;24455;1968;46787;
;24455;3063;50548;
Himself;24456;4338;3142;
Pablo Gómez;24456;340;5380;
Pedro;24456;496;6312;
Javier;24456;1048;9304;
Ugarte;24456;1270;11193;
Paco;24456;1612;13095;
Cucho;24456;1901;15113;
Repartidor;24456;2833;20242;
Velasco;24456;3544;25445;
Luismi;24456;3656;26240;
Centinela;24456;3970;28146;
;24456;3794;28431;
El autor;24456;4363;30093;
Carlos;24456;4380;30243;
Santos;24456;4998;33088;
Carnicero;24457;4922;32713;
Virginia Palmer, 1st victim;24458;3903;53661;
;24459;4472;55292;
;24461;2375;17418;
Joven Grandes Almacenes;24462;4915;32679;
Parola;24463;945;8749;
Teniente Alcántara;24463;1790;14246;
Teniente Alcántara;24463;1789;14280;
Teniente;24463;2934;21100;
Guardia 1º;24463;3650;26198;
Pedro Braña;24463;4246;29558;
;24463;5607;36738;
Tecla;24465;3059;50524;
;24465;3131;50847;
Doña Fernanda;24465;3317;51414;
;24465;3556;52393;
Soldado Bayarte;24466;3970;28147;
Dancer;24468;5048;33562;
Alumno 2;24469;5348;35559;
;24472;581;41887;
Biker;24474;427;6004;
Gangster;24475;5310;37802;
Tigellinus;24477;4605;3365;
Chauffeur camion;24478;2152;16327;
Chapayev;24479;2694;19139;
Azafata;24480;1492;44920;
;24482;2413;48108;
Mum;24483;3049;50417;
;24484;1718;13835;
Nimo;24485;2095;15989;
Ella;24486;98;40513;
Marrubi;24486;143;40540;
Nuria;24486;216;40699;
Ana joven;24486;3540;52332;
Gabi;24486;4317;54795;
